MWG,NWG,KWG,MDIMC,NDIMC,MDIMA,NDIMB,KWI,VWM,VWN,STRM,STRN,SA,SB,Run_time
128,32,32,8,8,16,8,8,8,2,0,1,1,1,190.14499999999998
128,32,32,8,8,16,8,8,8,2,1,0,0,0,265.315
128,32,32,8,8,16,8,8,8,2,1,0,0,1,174.185
128,32,32,8,8,16,8,8,8,2,1,0,1,0,257.305
128,32,32,8,8,16,8,8,8,2,1,0,1,1,186.2725
128,32,32,8,8,16,8,8,8,2,1,1,0,0,267.83
128,32,32,8,8,16,8,8,8,2,1,1,0,1,174.85750000000002
128,32,32,8,8,16,8,8,8,2,1,1,1,0,257.84499999999997
128,32,32,8,8,16,8,8,8,2,1,1,1,1,180.60750000000002
128,32,32,8,8,16,8,8,8,4,0,0,0,0,265.03
128,32,32,8,8,16,8,8,8,4,0,0,0,1,192.755
128,32,32,8,8,16,8,8,8,4,0,0,1,0,224.5475
128,32,32,8,8,16,8,8,8,4,0,0,1,1,184.3
128,32,32,8,8,16,8,8,8,4,0,1,0,0,265.16249999999997
128,32,32,8,8,16,8,8,8,4,0,1,0,1,192.5
128,32,32,8,8,16,8,8,8,4,0,1,1,0,220.765
128,32,32,8,8,16,8,8,8,4,0,1,1,1,183.385
128,32,32,8,8,16,8,8,8,4,1,0,0,0,249.82
128,32,32,8,8,16,8,8,8,4,1,0,0,1,178.64749999999998
128,32,32,8,8,16,8,8,8,4,1,0,1,0,215.3275
128,32,32,8,8,16,8,8,8,4,1,0,1,1,175.8775
128,32,32,8,8,16,8,8,8,4,1,1,0,0,249.94
128,32,32,8,8,16,8,8,8,4,1,1,0,1,179.07
128,32,32,8,8,16,8,8,8,4,1,1,1,0,209.86
128,32,32,8,8,16,8,8,8,4,1,1,1,1,176.78250000000003
128,32,32,8,8,16,16,2,1,1,0,0,0,0,313.7175
128,32,32,8,8,16,16,2,1,1,0,0,0,1,195.505
128,32,32,8,8,16,16,2,1,1,0,0,1,0,299.28
128,32,32,8,8,16,16,2,1,1,0,0,1,1,221.49
128,32,32,8,8,16,16,2,1,1,0,1,0,0,322.2175
128,32,32,8,8,16,16,2,1,1,0,1,0,1,220.885
128,32,32,8,8,16,16,2,1,1,0,1,1,0,286.73
128,32,32,8,8,16,16,2,1,1,0,1,1,1,265.8925
128,32,32,8,8,16,16,2,1,1,1,0,0,0,302.905
128,32,32,8,8,16,16,2,1,1,1,0,0,1,182.7925
128,32,32,8,8,16,16,2,1,1,1,0,1,0,324.14250000000004
128,32,32,8,8,16,16,2,1,1,1,0,1,1,232.57999999999998
128,32,32,8,8,16,16,2,1,1,1,1,0,0,309.6225
128,32,32,8,8,16,16,2,1,1,1,1,0,1,214.4275
128,32,32,8,8,16,16,2,1,1,1,1,1,0,320.7825
128,32,32,8,8,16,16,2,1,1,1,1,1,1,224.40499999999997
128,32,32,8,8,16,16,2,1,2,0,0,0,0,277.3325
128,32,32,8,8,16,16,2,1,2,0,0,0,1,197.04999999999998
128,32,32,8,8,16,16,2,1,2,0,0,1,0,304.7375
128,32,32,8,8,16,16,2,1,2,0,0,1,1,272.40000000000003
128,32,32,8,8,16,16,2,1,2,0,1,0,0,278.635
128,32,32,8,8,16,16,2,1,2,0,1,0,1,196.44
128,32,32,8,8,16,16,2,1,2,0,1,1,0,301.82
128,32,32,8,8,16,16,2,1,2,0,1,1,1,277.20000000000005
128,32,32,8,8,16,16,2,1,2,1,0,0,0,275.78499999999997
128,32,32,8,8,16,16,2,1,2,1,0,0,1,190.45749999999998
128,32,32,8,8,16,16,2,1,2,1,0,1,0,365.78
128,32,32,8,8,16,16,2,1,2,1,0,1,1,255.1175
128,32,32,8,8,16,16,2,1,2,1,1,0,0,281.40999999999997
128,32,32,8,8,16,16,2,1,2,1,1,0,1,190.5125
128,32,32,8,8,16,16,2,1,2,1,1,1,0,366.6825
128,32,32,8,8,16,16,2,1,2,1,1,1,1,256.26750000000004
128,32,32,8,8,16,16,2,2,1,0,0,0,0,311.605
128,32,32,8,8,16,16,2,2,1,0,0,0,1,283.0075
128,32,32,8,8,16,16,2,2,1,0,0,1,0,414.3375
128,32,32,8,8,16,16,2,2,1,0,0,1,1,284.68
128,32,32,8,8,16,16,2,2,1,0,1,0,0,319.40999999999997
128,32,32,8,8,16,16,2,2,1,0,1,0,1,256.265
128,32,32,8,8,16,16,2,2,1,0,1,1,0,404.14500000000004
128,32,32,8,8,16,16,2,2,1,0,1,1,1,354.9125
128,32,32,8,8,16,16,2,2,1,1,0,0,0,301.37
128,32,32,8,8,16,16,2,2,1,1,0,0,1,277.285
128,32,32,8,8,16,16,2,2,1,1,0,1,0,300.7475
128,32,32,8,8,16,16,2,2,1,1,0,1,1,267.9
128,32,32,8,8,16,16,2,2,1,1,1,0,0,309.53249999999997
128,32,32,8,8,16,16,2,2,1,1,1,0,1,248.90499999999997
128,32,32,8,8,16,16,2,2,1,1,1,1,0,300.635
128,32,32,8,8,16,16,2,2,1,1,1,1,1,254.155
128,32,32,8,8,16,16,2,2,2,0,0,0,0,307.87
128,32,32,8,8,16,16,2,2,2,0,0,0,1,278.50750000000005
128,32,32,8,8,16,16,2,2,2,0,0,1,0,339.9225
128,32,32,8,8,16,16,2,2,2,0,0,1,1,363.1775
128,32,32,8,8,16,16,2,2,2,0,1,0,0,315.375
128,32,32,8,8,16,16,2,2,2,0,1,0,1,277.5025
128,32,32,8,8,16,16,2,2,2,0,1,1,0,337.255
128,32,32,8,8,16,16,2,2,2,0,1,1,1,206.32999999999998
128,32,32,8,8,16,16,2,2,2,1,0,0,0,295.7525
128,32,32,8,8,16,16,2,2,2,1,0,0,1,268.775
128,32,32,8,8,16,16,2,2,2,1,0,1,0,297.90500000000003
128,32,32,8,8,16,16,2,2,2,1,0,1,1,153.60000000000002
128,32,32,8,8,16,16,2,2,2,1,1,0,0,297.0525
128,32,32,8,8,16,16,2,2,2,1,1,0,1,266.9225
128,32,32,8,8,16,16,2,2,2,1,1,1,0,303.095
128,32,32,8,8,16,16,2,2,2,1,1,1,1,159.135
128,32,32,8,8,16,16,2,4,1,0,0,0,0,380.0775
128,32,32,8,8,16,16,2,4,1,0,0,0,1,286.47499999999997
128,32,32,8,8,16,16,2,4,1,0,0,1,0,362.36
128,32,32,8,8,16,16,2,4,1,0,0,1,1,207.34499999999997
128,32,32,8,8,16,16,2,4,1,0,1,0,0,384.88249999999994
128,32,32,8,8,16,16,2,4,1,0,1,0,1,298.5625
128,32,32,8,8,16,16,2,4,1,0,1,1,0,313.785
128,32,32,8,8,16,16,2,4,1,0,1,1,1,248.0775
128,32,32,8,8,16,16,2,4,1,1,0,0,0,354.8225
128,32,32,8,8,16,16,2,4,1,1,0,0,1,275.8125
128,32,32,8,8,16,16,2,4,1,1,0,1,0,345.485
128,32,32,8,8,16,16,2,4,1,1,0,1,1,164.82
128,32,32,8,8,16,16,2,4,1,1,1,0,0,360.99750000000006
128,32,32,8,8,16,16,2,4,1,1,1,0,1,283.05
128,32,32,8,8,16,16,2,4,1,1,1,1,0,293.22749999999996
128,32,32,8,8,16,16,2,4,1,1,1,1,1,207.065
128,32,32,8,8,16,16,2,4,2,0,0,0,0,367.15999999999997
128,32,32,8,8,16,16,2,4,2,0,0,0,1,305.23750000000007
128,32,32,8,8,16,16,2,4,2,0,0,1,0,351.41249999999997
128,32,32,8,8,16,16,2,4,2,0,0,1,1,176.8725
128,32,32,8,8,16,16,2,4,2,0,1,0,0,369.6925
128,32,32,8,8,16,16,2,4,2,0,1,0,1,305.64250000000004
128,32,32,8,8,16,16,2,4,2,0,1,1,0,350.42499999999995
128,32,32,8,8,16,16,2,4,2,0,1,1,1,235.6275
128,32,32,8,8,16,16,2,4,2,1,0,0,0,335.89
128,32,32,8,8,16,16,2,4,2,1,0,0,1,287.4875
128,32,32,8,8,16,16,2,4,2,1,0,1,0,328.465
128,32,32,8,8,16,16,2,4,2,1,0,1,1,179.51
128,32,32,8,8,16,16,2,4,2,1,1,0,0,342.11249999999995
128,32,32,8,8,16,16,2,4,2,1,1,0,1,287.3225
128,32,32,8,8,16,16,2,4,2,1,1,1,0,329.7425
128,32,32,8,8,16,16,2,4,2,1,1,1,1,174.8625
128,32,32,8,8,16,16,2,8,1,0,0,0,0,372.6325
128,32,32,8,8,16,16,2,8,1,0,0,0,1,311.9275
128,32,32,8,8,16,16,2,8,1,0,0,1,0,363.95750000000004
128,32,32,8,8,16,16,2,8,1,0,0,1,1,232.59499999999997
128,32,32,8,8,16,16,2,8,1,0,1,0,0,377.0475
128,32,32,8,8,16,16,2,8,1,0,1,0,1,319.45250000000004
128,32,32,8,8,16,16,2,8,1,0,1,1,0,356.52750000000003
128,32,32,8,8,16,16,2,8,1,0,1,1,1,231.57750000000001
128,32,32,8,8,16,16,2,8,1,1,0,0,0,355.21750000000003
128,32,32,8,8,16,16,2,8,1,1,0,0,1,298.4225
128,32,32,8,8,16,16,2,8,1,1,0,1,0,349.855
128,32,32,8,8,16,16,2,8,1,1,0,1,1,227.09
128,32,32,8,8,16,16,2,8,1,1,1,0,0,360.8325
128,32,32,8,8,16,16,2,8,1,1,1,0,1,308.85
128,32,32,8,8,16,16,2,8,1,1,1,1,0,358.0425
128,32,32,8,8,16,16,2,8,1,1,1,1,1,238.5825
128,32,32,8,8,16,16,2,8,2,0,0,0,0,352.88
128,32,32,8,8,16,16,2,8,2,0,0,0,1,291.6
128,32,32,8,8,16,16,2,8,2,0,0,1,0,476.54749999999996
128,32,32,8,8,16,16,2,8,2,0,0,1,1,219.33499999999998
128,32,32,8,8,16,16,2,8,2,0,1,0,0,357.065
128,32,32,8,8,16,16,2,8,2,0,1,0,1,290.9825
128,32,32,8,8,16,16,2,8,2,0,1,1,0,469.36499999999995
128,32,32,8,8,16,16,2,8,2,0,1,1,1,191.2475
128,32,32,8,8,16,16,2,8,2,1,0,0,0,333.81499999999994
128,32,32,8,8,16,16,2,8,2,1,0,0,1,280.02750000000003
128,32,32,8,8,16,16,2,8,2,1,0,1,0,473.06000000000006
128,32,32,8,8,16,16,2,8,2,1,0,1,1,208.42
128,32,32,8,8,16,16,2,8,2,1,1,0,0,338.565
128,32,32,8,8,16,16,2,8,2,1,1,0,1,280.545
128,32,32,8,8,16,16,2,8,2,1,1,1,0,466.06000000000006
128,32,32,8,8,16,16,2,8,2,1,1,1,1,178.11
128,32,32,8,8,16,16,8,1,1,0,0,0,0,312.985
128,32,32,8,8,16,16,8,1,1,0,0,0,1,236.6425
128,32,32,8,8,16,16,8,1,1,0,0,1,0,310.82
128,32,32,8,8,16,16,8,1,1,0,0,1,1,219.05
128,32,32,8,8,16,16,8,1,1,0,1,0,0,316.74
128,32,32,8,8,16,16,8,1,1,0,1,0,1,234.475
128,32,32,8,8,16,16,8,1,1,0,1,1,0,302.2575
128,32,32,8,8,16,16,8,1,1,0,1,1,1,217.04000000000002
128,32,32,8,8,16,16,8,1,1,1,0,0,0,318.09749999999997
128,32,32,8,8,16,16,8,1,1,1,0,0,1,227.7725
128,32,32,8,8,16,16,8,1,1,1,0,1,0,425.06500000000005
128,32,32,8,8,16,16,8,1,1,1,0,1,1,274.7025
128,32,32,8,8,16,16,8,1,1,1,1,0,0,321.87250000000006
128,32,32,8,8,16,16,8,1,1,1,1,0,1,225.46500000000003
128,32,32,8,8,16,16,8,1,1,1,1,1,0,424.76500000000004
128,32,32,8,8,16,16,8,1,1,1,1,1,1,310.04
128,32,32,8,8,16,16,8,1,2,0,0,0,0,310.15749999999997
128,32,32,8,8,16,16,8,1,2,0,0,0,1,227.825
128,32,32,8,8,16,16,8,1,2,0,0,1,0,307.6575
128,32,32,8,8,16,16,8,1,2,0,0,1,1,211.5325
128,32,32,8,8,16,16,8,1,2,0,1,0,0,312.7775
128,32,32,8,8,16,16,8,1,2,0,1,0,1,227.55249999999998
128,32,32,8,8,16,16,8,1,2,0,1,1,0,309.6625
128,32,32,8,8,16,16,8,1,2,0,1,1,1,213.95250000000001
128,32,32,8,8,16,16,8,1,2,1,0,0,0,310.9175
128,32,32,8,8,16,16,8,1,2,1,0,0,1,217.4575
128,32,32,8,8,16,16,8,1,2,1,0,1,0,433.895
128,32,32,8,8,16,16,8,1,2,1,0,1,1,279.65999999999997
128,32,32,8,8,16,16,8,1,2,1,1,0,0,316.6975
128,32,32,8,8,16,16,8,1,2,1,1,0,1,217.97
128,32,32,8,8,16,16,8,1,2,1,1,1,0,433.33750000000003
128,32,32,8,8,16,16,8,1,2,1,1,1,1,280.6075
128,32,32,8,8,16,16,8,2,1,0,0,0,0,317.72749999999996
128,32,32,8,8,16,16,8,2,1,0,0,0,1,231.22
128,32,32,8,8,16,16,8,2,1,0,0,1,0,283.27750000000003
128,32,32,8,8,16,16,8,2,1,0,0,1,1,198.23
128,32,32,8,8,16,16,8,2,1,0,1,0,0,321.26750000000004
128,32,32,8,8,16,16,8,2,1,0,1,0,1,239.10999999999999
128,32,32,8,8,16,16,8,2,1,0,1,1,0,287.35249999999996
128,32,32,8,8,16,16,8,2,1,0,1,1,1,238.45250000000001
128,32,32,8,8,16,16,8,2,1,1,0,0,0,308.8075
128,32,32,8,8,16,16,8,2,1,1,0,0,1,220.04
128,32,32,8,8,16,16,8,2,1,1,0,1,0,341.435
128,32,32,8,8,16,16,8,2,1,1,0,1,1,286.05999999999995
128,32,32,8,8,16,16,8,2,1,1,1,0,0,311.7
128,32,32,8,8,16,16,8,2,1,1,1,0,1,227.5875
128,32,32,8,8,16,16,8,2,1,1,1,1,0,339.185
128,32,32,8,8,16,16,8,2,1,1,1,1,1,266.5875
128,32,32,8,8,16,16,8,2,2,0,0,0,0,262.025
128,32,32,8,8,16,16,8,2,2,0,0,0,1,170.69750000000002
128,32,32,8,8,16,16,8,2,2,0,0,1,0,274.71000000000004
128,32,32,8,8,16,16,8,2,2,0,0,1,1,222.8075
128,32,32,8,8,16,16,8,2,2,0,1,0,0,265.4525
128,32,32,8,8,16,16,8,2,2,0,1,0,1,171.945
128,32,32,8,8,16,16,8,2,2,0,1,1,0,274.7525
128,32,32,8,8,16,16,8,2,2,0,1,1,1,211.4525
128,32,32,8,8,16,16,8,2,2,1,0,0,0,253.8475
128,32,32,8,8,16,16,8,2,2,1,0,0,1,160.165
128,32,32,8,8,16,16,8,2,2,1,0,1,0,228.83
128,32,32,8,8,16,16,8,2,2,1,0,1,1,164.51000000000002
128,32,32,8,8,16,16,8,2,2,1,1,0,0,255.735
128,32,32,8,8,16,16,8,2,2,1,1,0,1,159.0375
128,32,32,8,8,16,16,8,2,2,1,1,1,0,233.11249999999998
128,32,32,8,8,16,16,8,2,2,1,1,1,1,150.6675
128,32,32,8,8,16,16,8,4,1,0,0,0,0,285.125
128,32,32,8,8,16,16,8,4,1,0,0,0,1,200.3875
128,32,32,8,8,16,16,8,4,1,0,0,1,0,279.315
128,32,32,8,8,16,16,8,4,1,0,0,1,1,176.7875
128,32,32,8,8,16,16,8,4,1,0,1,0,0,288.5525
128,32,32,8,8,16,16,8,4,1,0,1,0,1,201.155
128,32,32,8,8,16,16,8,4,1,0,1,1,0,283.62
128,32,32,8,8,16,16,8,4,1,0,1,1,1,195.85000000000002
128,32,32,8,8,16,16,8,4,1,1,0,0,0,264.21000000000004
128,32,32,8,8,16,16,8,4,1,1,0,0,1,180.6025
128,32,32,8,8,16,16,8,4,1,1,0,1,0,258.9525
128,32,32,8,8,16,16,8,4,1,1,0,1,1,139.2025
128,32,32,8,8,16,16,8,4,1,1,1,0,0,268.91499999999996
128,32,32,8,8,16,16,8,4,1,1,1,0,1,181.89500000000004
128,32,32,8,8,16,16,8,4,1,1,1,1,0,260.955
128,32,32,8,8,16,16,8,4,1,1,1,1,1,162.5425
128,32,32,8,8,16,16,8,4,2,0,0,0,0,294.8825
128,32,32,8,8,16,16,8,4,2,0,0,0,1,191.8775
128,32,32,8,8,16,16,8,4,2,0,0,1,0,271.2125
128,32,32,8,8,16,16,8,4,2,0,0,1,1,183.85
128,32,32,8,8,16,16,8,4,2,0,1,0,0,298.605
128,32,32,8,8,16,16,8,4,2,0,1,0,1,193.6175
128,32,32,8,8,16,16,8,4,2,0,1,1,0,262.08500000000004
128,32,32,8,8,16,16,8,4,2,0,1,1,1,194.025
128,32,32,8,8,16,16,8,4,2,1,0,0,0,273.07
128,32,32,8,8,16,16,8,4,2,1,0,0,1,171.3175
128,32,32,8,8,16,16,8,4,2,1,0,1,0,253.79500000000002
128,32,32,8,8,16,16,8,4,2,1,0,1,1,147.8875
128,32,32,8,8,16,16,8,4,2,1,1,0,0,277.02250000000004
128,32,32,8,8,16,16,8,4,2,1,1,0,1,173.10999999999999
128,32,32,8,8,16,16,8,4,2,1,1,1,0,236.5225
128,32,32,8,8,16,16,8,4,2,1,1,1,1,170.16000000000003
128,32,32,8,8,16,16,8,8,1,0,0,0,0,277.1025
128,32,32,8,8,16,16,8,8,1,0,0,0,1,195.20250000000001
128,32,32,8,8,16,16,8,8,1,0,0,1,0,273.6825
128,32,32,8,8,16,16,8,8,1,0,0,1,1,203.4375
128,32,32,8,8,16,16,8,8,1,0,1,0,0,280.0475
128,32,32,8,8,16,16,8,8,1,0,1,0,1,196.85
128,32,32,8,8,16,16,8,8,1,0,1,1,0,274.2825
128,32,32,8,8,16,16,8,8,1,0,1,1,1,204.96749999999997
128,32,32,8,8,16,16,8,8,1,1,0,0,0,260.6275
128,32,32,8,8,16,16,8,8,1,1,0,0,1,179.395
128,32,32,8,8,16,16,8,8,1,1,0,1,0,259.49
128,32,32,8,8,16,16,8,8,1,1,0,1,1,187.4325
128,32,32,8,8,16,16,8,8,1,1,1,0,0,265.1675
128,32,32,8,8,16,16,8,8,1,1,1,0,1,182.32750000000001
128,32,32,8,8,16,16,8,8,1,1,1,1,0,264.3175
128,32,32,8,8,16,16,8,8,1,1,1,1,1,192.98
128,32,32,8,8,16,16,8,8,2,0,0,0,0,280.2125
128,32,32,8,8,16,16,8,8,2,0,0,0,1,189.49
128,32,32,8,8,16,16,8,8,2,0,0,1,0,271.2025
128,32,32,8,8,16,16,8,8,2,0,0,1,1,197.635
128,32,32,8,8,16,16,8,8,2,0,1,0,0,283.02750000000003
128,32,32,8,8,16,16,8,8,2,0,1,0,1,187.7925
128,32,32,8,8,16,16,8,8,2,0,1,1,0,263.36999999999995
128,32,32,8,8,16,16,8,8,2,0,1,1,1,192.1275
128,32,32,8,8,16,16,8,8,2,1,0,0,0,265.2075
128,32,32,8,8,16,16,8,8,2,1,0,0,1,174.2175
128,32,32,8,8,16,16,8,8,2,1,0,1,0,257.9925
128,32,32,8,8,16,16,8,8,2,1,0,1,1,186.32000000000002
128,32,32,8,8,16,16,8,8,2,1,1,0,0,267.9425
128,32,32,8,8,16,16,8,8,2,1,1,0,1,171.9725
128,32,32,8,8,16,16,8,8,2,1,1,1,0,258.17
128,32,32,8,8,16,16,8,8,2,1,1,1,1,175.21
128,32,32,8,8,16,32,2,1,1,0,0,0,0,313.415
128,32,32,8,8,16,32,2,1,1,0,0,0,1,194.92
128,32,32,8,8,16,32,2,1,1,0,0,1,0,299.30999999999995
128,32,32,8,8,16,32,2,1,1,0,0,1,1,237.5475
128,32,32,8,8,16,32,2,1,1,0,1,0,0,322.195
128,32,32,8,8,16,32,2,1,1,0,1,0,1,219.4975
128,32,32,8,8,16,32,2,1,1,0,1,1,0,287.955
128,32,32,8,8,16,32,2,1,1,0,1,1,1,313.5775
128,32,32,8,8,16,32,2,1,1,1,0,0,0,302.995
128,32,32,8,8,16,32,2,1,1,1,0,0,1,181.025
128,32,32,8,8,16,32,2,1,1,1,0,1,0,325.28249999999997
128,32,32,8,8,16,32,2,1,1,1,0,1,1,230.95499999999998
128,32,32,8,8,16,32,2,1,1,1,1,0,0,309.5925
128,32,32,8,8,16,32,2,1,1,1,1,0,1,212.935
128,32,32,8,8,16,32,2,1,1,1,1,1,0,320.4125
128,32,32,8,8,16,32,2,1,1,1,1,1,1,228.40749999999997
128,32,32,8,8,16,32,2,2,1,0,0,0,0,311.89250000000004
128,32,32,8,8,16,32,2,2,1,0,0,0,1,280.6775
128,32,32,8,8,16,32,2,2,1,0,0,1,0,413.1575
128,32,32,8,8,16,32,2,2,1,0,0,1,1,288.5625
128,32,32,8,8,16,32,2,2,1,0,1,0,0,319.765
128,32,32,8,8,16,32,2,2,1,0,1,0,1,251.41250000000002
128,32,32,8,8,16,32,2,2,1,0,1,1,0,404.4125
128,32,32,8,8,16,32,2,2,1,0,1,1,1,279.57500000000005
128,32,32,8,8,16,32,2,2,1,1,0,0,0,301.15000000000003
128,32,32,8,8,16,32,2,2,1,1,0,0,1,276.26250000000005
128,32,32,8,8,16,32,2,2,1,1,0,1,0,298.8175
128,32,32,8,8,16,32,2,2,1,1,0,1,1,281.00249999999994
128,32,32,8,8,16,32,2,2,1,1,1,0,0,309.4275
128,32,32,8,8,16,32,2,2,1,1,1,0,1,252.2725
128,32,32,8,8,16,32,2,2,1,1,1,1,0,301.415
128,32,32,8,8,16,32,2,2,1,1,1,1,1,279.2775
128,32,32,8,8,16,32,2,4,1,0,0,0,0,380.17
128,32,32,8,8,16,32,2,4,1,0,0,0,1,286.07750000000004
128,32,32,8,8,16,32,2,4,1,0,0,1,0,362.72
128,32,32,8,8,16,32,2,4,1,0,0,1,1,215.59
128,32,32,8,8,16,32,2,4,1,0,1,0,0,384.9375
128,32,32,8,8,16,32,2,4,1,0,1,0,1,295.905
128,32,32,8,8,16,32,2,4,1,0,1,1,0,313.9225
128,32,32,8,8,16,32,2,4,1,0,1,1,1,239.135
128,32,32,8,8,16,32,2,4,1,1,0,0,0,355.08500000000004
128,32,32,8,8,16,32,2,4,1,1,0,0,1,279.1975
128,32,32,8,8,16,32,2,4,1,1,0,1,0,345.48249999999996
128,32,32,8,8,16,32,2,4,1,1,0,1,1,180.7175
128,32,32,8,8,16,32,2,4,1,1,1,0,0,361.16
128,32,32,8,8,16,32,2,4,1,1,1,0,1,283.355
128,32,32,8,8,16,32,2,4,1,1,1,1,0,292.2575
128,32,32,8,8,16,32,2,4,1,1,1,1,1,204.39499999999998
128,32,32,8,8,16,32,2,8,1,0,0,0,0,373.15749999999997
128,32,32,8,8,16,32,2,8,1,0,0,0,1,312.055
128,32,32,8,8,16,32,2,8,1,0,0,1,0,365.8875
128,32,32,8,8,16,32,2,8,1,0,0,1,1,236.2875
128,32,32,8,8,16,32,2,8,1,0,1,0,0,376.94500000000005
128,32,32,8,8,16,32,2,8,1,0,1,0,1,318.12
128,32,32,8,8,16,32,2,8,1,0,1,1,0,357.54
128,32,32,8,8,16,32,2,8,1,0,1,1,1,228.88
128,32,32,8,8,16,32,2,8,1,1,0,0,0,354.84999999999997
128,32,32,8,8,16,32,2,8,1,1,0,0,1,298.31
128,32,32,8,8,16,32,2,8,1,1,0,1,0,348.645
128,32,32,8,8,16,32,2,8,1,1,0,1,1,221.825
128,32,32,8,8,16,32,2,8,1,1,1,0,0,360.725
128,32,32,8,8,16,32,2,8,1,1,1,0,1,304.96000000000004
128,32,32,8,8,16,32,2,8,1,1,1,1,0,358.3175
128,32,32,8,8,16,32,2,8,1,1,1,1,1,226.735
128,32,32,8,8,16,32,8,1,1,0,0,0,0,312.67
128,32,32,8,8,16,32,8,1,1,0,0,0,1,236.3475
128,32,32,8,8,16,32,8,1,1,0,0,1,0,307.735
128,32,32,8,8,16,32,8,1,1,0,0,1,1,207.275
128,32,32,8,8,16,32,8,1,1,0,1,0,0,316.5625
128,32,32,8,8,16,32,8,1,1,0,1,0,1,231.9775
128,32,32,8,8,16,32,8,1,1,0,1,1,0,304.0625
128,32,32,8,8,16,32,8,1,1,0,1,1,1,220.82250000000002
128,32,32,8,8,16,32,8,1,1,1,0,0,0,318.0525
128,32,32,8,8,16,32,8,1,1,1,0,0,1,229.65750000000003
128,32,32,8,8,16,32,8,1,1,1,0,1,0,423.13
128,32,32,8,8,16,32,8,1,1,1,0,1,1,285.73999999999995
128,32,32,8,8,16,32,8,1,1,1,1,0,0,321.755
128,32,32,8,8,16,32,8,1,1,1,1,0,1,224.0
128,32,32,8,8,16,32,8,1,1,1,1,1,0,423.07
128,32,32,8,8,16,32,8,1,1,1,1,1,1,311.4475
128,32,32,8,8,16,32,8,2,1,0,0,0,0,317.22499999999997
128,32,32,8,8,16,32,8,2,1,0,0,0,1,231.145
128,32,32,8,8,16,32,8,2,1,0,0,1,0,283.03999999999996
128,32,32,8,8,16,32,8,2,1,0,0,1,1,234.46249999999998
128,32,32,8,8,16,32,8,2,1,0,1,0,0,321.45250000000004
128,32,32,8,8,16,32,8,2,1,0,1,0,1,237.85750000000002
128,32,32,8,8,16,32,8,2,1,0,1,1,0,286.9825
128,32,32,8,8,16,32,8,2,1,0,1,1,1,217.6575
128,32,32,8,8,16,32,8,2,1,1,0,0,0,308.8925
128,32,32,8,8,16,32,8,2,1,1,0,0,1,219.8125
128,32,32,8,8,16,32,8,2,1,1,0,1,0,340.0925
128,32,32,8,8,16,32,8,2,1,1,0,1,1,290.64
128,32,32,8,8,16,32,8,2,1,1,1,0,0,311.89
128,32,32,8,8,16,32,8,2,1,1,1,0,1,226.05249999999998
128,32,32,8,8,16,32,8,2,1,1,1,1,0,339.52750000000003
128,32,32,8,8,16,32,8,2,1,1,1,1,1,266.625
128,32,32,8,8,16,32,8,4,1,0,0,0,0,284.8225
128,32,32,8,8,16,32,8,4,1,0,0,0,1,200.86499999999998
128,32,32,8,8,16,32,8,4,1,0,0,1,0,280.355
128,32,32,8,8,16,32,8,4,1,0,0,1,1,178.24
128,32,32,8,8,16,32,8,4,1,0,1,0,0,288.9525
128,32,32,8,8,16,32,8,4,1,0,1,0,1,199.4625
128,32,32,8,8,16,32,8,4,1,0,1,1,0,283.055
128,32,32,8,8,16,32,8,4,1,0,1,1,1,203.9875
128,32,32,8,8,16,32,8,4,1,1,0,0,0,264.25000000000006
128,32,32,8,8,16,32,8,4,1,1,0,0,1,178.935
128,32,32,8,8,16,32,8,4,1,1,0,1,0,260.52250000000004
128,32,32,8,8,16,32,8,4,1,1,0,1,1,147.0225
128,32,32,8,8,16,32,8,4,1,1,1,0,0,268.92499999999995
128,32,32,8,8,16,32,8,4,1,1,1,0,1,180.03249999999997
128,32,32,8,8,16,32,8,4,1,1,1,1,0,263.0325
128,32,32,8,8,16,32,8,4,1,1,1,1,1,160.76
128,32,32,8,8,16,32,8,8,1,0,0,0,0,277.12
128,32,32,8,8,16,32,8,8,1,0,0,0,1,194.3075
128,32,32,8,8,16,32,8,8,1,0,0,1,0,273.53999999999996
128,32,32,8,8,16,32,8,8,1,0,0,1,1,203.155
128,32,32,8,8,16,32,8,8,1,0,1,0,0,279.9525
128,32,32,8,8,16,32,8,8,1,0,1,0,1,195.535
128,32,32,8,8,16,32,8,8,1,0,1,1,0,273.4525
128,32,32,8,8,16,32,8,8,1,0,1,1,1,205.5725
128,32,32,8,8,16,32,8,8,1,1,0,0,0,260.51
128,32,32,8,8,16,32,8,8,1,1,0,0,1,179.07999999999998
128,32,32,8,8,16,32,8,8,1,1,0,1,0,259.27750000000003
128,32,32,8,8,16,32,8,8,1,1,0,1,1,190.15500000000003
128,32,32,8,8,16,32,8,8,1,1,1,0,0,264.95
128,32,32,8,8,16,32,8,8,1,1,1,0,1,180.09
128,32,32,8,8,16,32,8,8,1,1,1,1,0,265.15500000000003
128,32,32,8,8,16,32,8,8,1,1,1,1,1,191.92000000000002
128,32,32,8,8,32,8,2,1,1,0,0,0,0,313.71750000000003
128,32,32,8,8,32,8,2,1,1,0,0,0,1,196.3975
128,32,32,8,8,32,8,2,1,1,0,0,1,0,289.5575
128,32,32,8,8,32,8,2,1,1,0,0,1,1,217.575
128,32,32,8,8,32,8,2,1,1,0,1,0,0,321.95000000000005
